params_index, test, test_kwargs, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, intervention_targets, n_samples, rep, dag, X1, X2
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 2, XY, 0.0, 0.049
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 2, YX, 0.0, 0.328
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 3, XY, 0.0, 1.0
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 3, YX, 0.0, 0.924
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 4, XY, 0.0, 0.35
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 4, YX, 0.0, 0.545
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 5, XY, 0.0, 0.121
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 5, YX, 0.0, 0.142
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 6, XY, 0.0, 0.194
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 6, YX, 0.0, 0.466
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 7, XY, 0.0, 0.09
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 7, YX, 0.0, 0.068
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 8, XY, 0.0, 0.032
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 8, YX, 0.0, 0.27
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 9, XY, 0.0, 0.256
88, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 9, YX, 0.0, 0.793
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 0, XY, 0.0, 0.266
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 0, YX, 0.0, 0.628
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 1, XY, 0.0, 1.0
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 1, YX, 0.0, 0.713
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 2, XY, 0.0, 0.049
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 2, YX, 0.0, 0.328
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 3, XY, 0.0, 1.0
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 3, YX, 0.0, 0.628
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 4, XY, 0.0, 0.35
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 4, YX, 0.0, 0.221
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 5, XY, 0.0, 0.121
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 5, YX, 0.0, 0.088
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 6, XY, 0.0, 0.194
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 6, YX, 0.0, 0.628
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 7, XY, 0.0, 0.09
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 7, YX, 0.0, 0.466
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 8, XY, 0.0, 0.032
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 8, YX, 0.0, 0.068
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 9, XY, 0.0, 0.256
88, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,0], 200, 9, YX, 0.0, 0.793
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 0, XY, 0.221, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 0, YX, 1.0, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 1, XY, 0.713, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 1, YX, 1.0, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 2, XY, 0.03, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 2, YX, 0.433, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 3, XY, 0.793, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 3, YX, 0.372, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 4, XY, 0.793, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 4, YX, 0.296, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 5, XY, 0.466, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 5, YX, 0.308, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 6, XY, 0.394, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 6, YX, 0.238, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 7, XY, 0.713, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 7, YX, 0.582, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 8, XY, 0.713, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 8, YX, 0.383, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 9, XY, 0.924, 0.0
89, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 9, YX, 0.41, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 0, XY, 0.628, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 0, YX, 1.0, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 1, XY, 0.793, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 1, YX, 1.0, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 2, XY, 0.016, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 2, YX, 0.433, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 3, XY, 0.924, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 3, YX, 0.372, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 4, XY, 0.793, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 4, YX, 0.296, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 5, XY, 0.466, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 5, YX, 0.308, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 6, XY, 0.221, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 6, YX, 0.238, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 7, XY, 0.328, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 7, YX, 0.582, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 8, XY, 0.545, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 8, YX, 0.383, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 9, XY, 0.328, 0.0
89, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 2, soft, additive, 2, 2, [None,1], 200, 9, YX, 0.41, 0.0
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 0, XY, 0.112, 0.403
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 0, YX, 0.003, 0.27
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 1, XY, 0.04, 0.364
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 1, YX, 0.002, 0.394
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 2, XY, 0.221, 1.0
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 2, YX, 0.001, 0.997
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 3, XY, 0.052, 1.0
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 3, YX, 0.0, 0.997
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 4, XY, 0.27, 1.0
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 4, YX, 0.02, 0.793
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 5, XY, 0.112, 0.417
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 5, YX, 0.009, 0.27
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 6, XY, 0.178, 0.66
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 6, YX, 0.034, 0.221
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 7, XY, 0.328, 0.128
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 7, YX, 0.012, 0.221
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 8, XY, 0.016, 0.083
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 8, YX, 0.001, 0.545
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 9, XY, 0.27, 0.399
92, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 9, YX, 0.022, 0.328
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 0, XY, 0.068, 0.403
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 0, YX, 0.003, 0.27
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 1, XY, 0.022, 0.364
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 1, YX, 0.002, 0.394
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 2, XY, 0.112, 1.0
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 2, YX, 0.001, 0.793
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 3, XY, 0.04, 1.0
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 3, YX, 0.0, 0.997
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 4, XY, 0.328, 1.0
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 4, YX, 0.02, 0.713
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 5, XY, 0.178, 0.417
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 5, YX, 0.009, 0.628
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 6, XY, 0.221, 0.66
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 6, YX, 0.034, 0.221
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 7, XY, 0.27, 0.128
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 7, YX, 0.012, 0.178
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 8, XY, 0.03, 0.083
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 8, YX, 0.001, 0.27
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 9, XY, 0.221, 0.399
92, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,0], 200, 9, YX, 0.022, 0.713
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 0, XY, 0.178, 0.189
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 0, YX, 0.144, 0.545
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 1, XY, 0.866, 0.0
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 1, YX, 1.0, 0.03
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 2, XY, 0.178, 0.019
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 2, YX, 0.096, 0.04
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 3, XY, 0.545, 0.01
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 3, YX, 0.358, 0.03
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 4, XY, 0.088, 0.016
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 4, YX, 0.03, 0.27
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 5, XY, 0.997, 0.003
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 5, YX, 1.0, 0.022
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 6, XY, 0.793, 0.104
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 6, YX, 0.529, 0.394
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 7, XY, 0.866, 0.052
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 7, YX, 0.687, 0.142
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 8, XY, 0.221, 0.095
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 8, YX, 0.411, 0.328
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 9, XY, 0.068, 0.051
93, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 9, YX, 0.088, 0.328
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 0, XY, 0.178, 0.189
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 0, YX, 0.144, 0.394
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 1, XY, 0.713, 0.0
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 1, YX, 1.0, 0.022
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 2, XY, 0.221, 0.019
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 2, YX, 0.096, 0.112
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 3, XY, 0.628, 0.01
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 3, YX, 0.358, 0.068
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 4, XY, 0.088, 0.016
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 4, YX, 0.03, 0.178
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 5, XY, 0.866, 0.003
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 5, YX, 1.0, 0.016
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 6, XY, 0.713, 0.104
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 6, YX, 0.529, 0.545
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 7, XY, 0.866, 0.052
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 7, YX, 0.687, 0.052
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 8, XY, 0.628, 0.095
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 8, YX, 0.411, 0.466
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 9, XY, 0.112, 0.051
93, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 1, [None,1], 200, 9, YX, 0.088, 0.394
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 0, XY, 0.0, 0.333
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 0, YX, 0.0, 0.27
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 1, XY, 0.0, 0.05
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 1, YX, 0.0, 0.142
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 2, XY, 0.0, 0.491
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 2, YX, 0.0, 0.466
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 3, XY, 0.0, 0.099
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 3, YX, 0.0, 0.713
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 4, XY, 0.001, 0.625
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 4, YX, 0.0, 0.866
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 5, XY, 0.0, 0.208
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 5, YX, 0.0, 0.27
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 6, XY, 0.0, 1.0
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 6, YX, 0.0, 0.545
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 7, XY, 0.0, 0.395
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 7, YX, 0.0, 0.545
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 8, XY, 0.0, 0.628
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 8, YX, 0.0, 0.866
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 9, XY, 0.001, 1.0
94, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 9, YX, 0.0, 0.793
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 0, XY, 0.0, 0.333
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 0, YX, 0.0, 0.328
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 1, XY, 0.0, 0.05
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 1, YX, 0.0, 0.142
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 2, XY, 0.001, 0.491
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 2, YX, 0.0, 0.545
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 3, XY, 0.0, 0.099
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 3, YX, 0.0, 0.112
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 4, XY, 0.002, 0.625
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 4, YX, 0.0, 0.866
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 5, XY, 0.0, 0.208
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 5, YX, 0.0, 0.178
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 6, XY, 0.0, 1.0
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 6, YX, 0.0, 0.924
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 7, XY, 0.0, 0.395
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 7, YX, 0.0, 0.466
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 8, XY, 0.0, 0.628
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 8, YX, 0.0, 0.628
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 9, XY, 0.001, 1.0
94, invariant_residuals, {'method': 'linear','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,0], 200, 9, YX, 0.0, 0.793
95, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,1], 200, 0, XY, 0.142, 0.0
95, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,1], 200, 0, YX, 0.144, 0.001
95, invariant_residuals, {'method': 'gam','test': 'ks'}, sin, 100, soft, additive, 0, 2, [None,1], 200, 1, XY, 0.866, 0.0
