Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, XY, XY, YX, YX
params_index, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, pre_intervention, intervention_targets, n_samples, rep, X1, X2, X1, X2
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 25, 0.079, 0.0, 0.0, 0.861
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 26, 0.218, 0.0, 0.0, 0.762
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 27, 0.327, 0.0, 0.0, 0.564
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 28, 0.04, 0.0, 0.0, 0.089
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 29, 0.05, 0.0, 0.0, 0.574
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 30, 0.059, 0.0, 0.0, 0.02
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 31, 0.059, 0.0, 0.0, 0.743
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 32, 0.089, 0.0, 0.0, 0.168
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 33, 0.02, 0.0, 0.0, 0.98
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 34, 0.02, 0.0, 0.0, 0.95
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 35, 0.02, 0.0, 0.0, 0.446
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 36, 0.05, 0.0, 0.0, 0.614
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 37, 0.079, 0.0, 0.0, 0.505
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 38, 0.465, 0.0, 0.0, 0.634
0, id, 10, soft, additive, 3, 0, False, [None,0], 300, 39, 0.03, 0.0, 0.0, 0.663
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 0, 0.317, 0.0, 0.843, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 1, 0.069, 0.0, 0.541, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 2, 0.178, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 3, 0.198, 0.0, 0.026, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 4, 0.139, 0.0, 0.421, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 5, 0.02, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 6, 0.525, 0.0, 0.097, 0.01
